name Simple DTS
init {'Base7':1}
;
r0 {'prop':{'r0'}, 'position': (1.07, 2.37, 0.40)}
r15 r16 {'duration': 1, 'edge_weight': 1.000000}
r15 r27 {'duration': 1, 'edge_weight': 1.000000}
r15 r28 {'duration': 1, 'edge_weight': 1.414000}
r15 r74 {'duration': 1, 'edge_weight': 1.650000}
r15 r75 {'duration': 1, 'edge_weight': 1.514000}
r15 r76 {'duration': 1, 'edge_weight': 1.650000}
r15 r86 {'duration': 1, 'edge_weight': 1.514000}
r15 r87 {'duration': 1, 'edge_weight': 1.100000}
r15 r88 {'duration': 1, 'edge_weight': 1.514000}
r15 r99 {'duration': 1, 'edge_weight': 1.514000}
r15 r100 {'duration': 1, 'edge_weight': 1.650000}
r16 Base8 {'duration': 1, 'edge_weight': 1.414000}
r16 Base9 {'duration': 1, 'edge_weight': 1.000000}
r16 Base10 {'duration': 1, 'edge_weight': 1.414000}
r16 r15 {'duration': 1, 'edge_weight': 1.000000}
r16 r16 {'duration': 1, 'edge_weight': 0.500000}
r16 r17 {'duration': 1, 'edge_weight': 1.000000}
r16 r27 {'duration': 1, 'edge_weight': 1.414000}
r16 r28 {'duration': 1, 'edge_weight': 1.000000}
r16 r75 {'duration': 1, 'edge_weight': 1.650000}
r16 r76 {'duration': 1, 'edge_weight': 1.514000}
r16 r77 {'duration': 1, 'edge_weight': 1.650000}
r16 r87 {'duration': 1, 'edge_weight': 1.514000}
r16 r88 {'duration': 1, 'edge_weight': 1.100000}
r16 r89 {'duration': 1, 'edge_weight': 1.514000}
r16 r99 {'duration': 1, 'edge_weight': 1.650000}
r16 r100 {'duration': 1, 'edge_weight': 1.514000}
r17 Base9 {'duration': 1, 'edge_weight': 1.414000}
r17 Base10 {'duration': 1, 'edge_weight': 1.000000}
r17 r6 {'duration': 1, 'edge_weight': 1.414000}
r17 r16 {'duration': 1, 'edge_weight': 1.000000}
r17 r17 {'duration': 1, 'edge_weight': 0.500000}
r17 r18 {'duration': 1, 'edge_weight': 1.000000}
r17 r28 {'duration': 1, 'edge_weight': 1.414000}
r17 r30 {'duration': 1, 'edge_weight': 1.414000}
r17 r76 {'duration': 1, 'edge_weight': 1.650000}
r17 r77 {'duration': 1, 'edge_weight': 1.514000}
r17 r78 {'duration': 1, 'edge_weight': 1.650000}
r17 r88 {'duration': 1, 'edge_weight': 1.514000}
r17 r89 {'duration': 1, 'edge_weight': 1.100000}
r17 r90 {'duration': 1, 'edge_weight': 1.514000}
r17 r100 {'duration': 1, 'edge_weight': 1.650000}
r17 r102 {'duration': 1, 'edge_weight': 1.650000}
r18 Base10 {'duration': 1, 'edge_weight': 1.414000}
r18 r6 {'duration': 1, 'edge_weight': 1.000000}
r18 r17 {'duration': 1, 'edge_weight': 1.000000}
r18 r18 {'duration': 1, 'edge_weight': 0.500000}
r18 r30 {'duration': 1, 'edge_weight': 1.000000}
r18 r31 {'duration': 1, 'edge_weight': 1.414000}
r18 r77 {'duration': 1, 'edge_weight': 1.650000}
r18 r78 {'duration': 1, 'edge_weight': 1.514000}
r18 r89 {'duration': 1, 'edge_weight': 1.514000}
r18 r90 {'duration': 1, 'edge_weight': 1.100000}
r18 r102 {'duration': 1, 'edge_weight': 1.514000}
r18 r103 {'duration': 1, 'edge_weight': 1.650000}
r20 r8 {'duration': 1, 'edge_weight': 1.000000}
r20 r9 {'duration': 1, 'edge_weight': 1.414000}
r20 r20 {'duration': 1, 'edge_weight': 0.500000}
r20 r21 {'duration': 1, 'edge_weight': 1.000000}
r20 r31 {'duration': 1, 'edge_weight': 1.414000}
r20 r32 {'duration': 1, 'edge_weight': 1.000000}
r20 r80 {'duration': 1, 'edge_weight': 1.514000}
r20 r81 {'duration': 1, 'edge_weight': 1.650000}
r20 r92 {'duration': 1, 'edge_weight': 1.100000}
r20 r93 {'duration': 1, 'edge_weight': 1.514000}
r20 r103 {'duration': 1, 'edge_weight': 1.650000}
r20 r104 {'duration': 1, 'edge_weight': 1.514000}
r20 r105 {'duration': 1, 'edge_weight': 1.650000}
r21 r8 {'duration': 1, 'edge_weight': 1.414000}
r21 r9 {'duration': 1, 'edge_weight': 1.000000}
r21 r10 {'duration': 1, 'edge_weight': 1.414000}
r21 r20 {'duration': 1, 'edge_weight': 1.000000}
r21 r21 {'duration': 1, 'edge_weight': 0.500000}
r21 r22 {'duration': 1, 'edge_weight': 1.000000}
r21 r32 {'duration': 1, 'edge_weight': 1.414000}
r21 r80 {'duration': 1, 'edge_weight': 1.650000}
r21 r81 {'duration': 1, 'edge_weight': 1.514000}
r21 r82 {'duration': 1, 'edge_weight': 1.650000}
r21 r92 {'duration': 1, 'edge_weight': 1.514000}
r21 r93 {'duration': 1, 'edge_weight': 1.100000}
r21 r94 {'duration': 1, 'edge_weight': 1.514000}
r21 r104 {'duration': 1, 'edge_weight': 1.650000}
r21 r105 {'duration': 1, 'edge_weight': 1.514000}
r21 r106 {'duration': 1, 'edge_weight': 1.650000}
r22 r9 {'duration': 1, 'edge_weight': 1.414000}
r22 r10 {'duration': 1, 'edge_weight': 1.000000}
r22 r11 {'duration': 1, 'edge_weight': 1.414000}
r22 r21 {'duration': 1, 'edge_weight': 1.000000}
r22 r22 {'duration': 1, 'edge_weight': 0.500000}
r22 r23 {'duration': 1, 'edge_weight': 1.000000}
r22 r81 {'duration': 1, 'edge_weight': 1.650000}
r22 r82 {'duration': 1, 'edge_weight': 1.514000}
r22 r83 {'duration': 1, 'edge_weight': 1.650000}
r22 r93 {'duration': 1, 'edge_weight': 1.514000}
r22 r94 {'duration': 1, 'edge_weight': 1.100000}
r22 r95 {'duration': 1, 'edge_weight': 1.514000}
r22 r105 {'duration': 1, 'edge_weight': 1.650000}
r22 r106 {'duration': 1, 'edge_weight': 1.514000}
r23 r10 {'duration': 1, 'edge_weight': 1.414000}
r23 r11 {'duration': 1, 'edge_weight': 1.000000}
r23 r22 {'duration': 1, 'edge_weight': 1.000000}
r23 r23 {'duration': 1, 'edge_weight': 0.500000}
r23 r82 {'duration': 1, 'edge_weight': 1.650000}
r23 r83 {'duration': 1, 'edge_weight': 1.514000}
r23 r94 {'duration': 1, 'edge_weight': 1.514000}
r23 r95 {'duration': 1, 'edge_weight': 1.100000}
r23 r106 {'duration': 1, 'edge_weight': 1.650000}
r24 r12 {'duration': 1, 'edge_weight': 1.000000}
r24 r13 {'duration': 1, 'edge_weight': 1.414000}
r24 r24 {'duration': 1, 'edge_weight': 0.500000}
r24 Base5 {'duration': 1, 'edge_weight': 1.000000}
r24 r37 {'duration': 1, 'edge_weight': 1.414000}
r24 r84 {'duration': 1, 'edge_weight': 1.514000}
r24 r85 {'duration': 1, 'edge_weight': 1.650000}
r24 r96 {'duration': 1, 'edge_weight': 1.100000}
r24 r108 {'duration': 1, 'edge_weight': 1.514000}
r24 r109 {'duration': 1, 'edge_weight': 1.650000}
r27 r14 {'duration': 1, 'edge_weight': 1.414000}
r27 r15 {'duration': 1, 'edge_weight': 1.000000}
r27 r16 {'duration': 1, 'edge_weight': 1.414000}
r27 r27 {'duration': 1, 'edge_weight': 0.500000}
r27 r28 {'duration': 1, 'edge_weight': 1.000000}
r27 r39 {'duration': 1, 'edge_weight': 1.000000}
r27 r40 {'duration': 1, 'edge_weight': 1.414000}
r27 r86 {'duration': 1, 'edge_weight': 1.650000}
r27 r87 {'duration': 1, 'edge_weight': 1.514000}
r27 r88 {'duration': 1, 'edge_weight': 1.650000}
r27 r99 {'duration': 1, 'edge_weight': 1.100000}
r27 r100 {'duration': 1, 'edge_weight': 1.514000}
r27 r111 {'duration': 1, 'edge_weight': 1.514000}
r27 r112 {'duration': 1, 'edge_weight': 1.650000}
r28 r15 {'duration': 1, 'edge_weight': 1.414000}
r28 r16 {'duration': 1, 'edge_weight': 1.000000}
r28 r17 {'duration': 1, 'edge_weight': 1.414000}
r28 r27 {'duration': 1, 'edge_weight': 1.000000}
r28 r28 {'duration': 1, 'edge_weight': 0.500000}
r28 r39 {'duration': 1, 'edge_weight': 1.414000}
r28 r40 {'duration': 1, 'edge_weight': 1.000000}
r28 r41 {'duration': 1, 'edge_weight': 1.414000}
r28 r87 {'duration': 1, 'edge_weight': 1.650000}
r28 r88 {'duration': 1, 'edge_weight': 1.514000}
r28 r89 {'duration': 1, 'edge_weight': 1.650000}
r28 r99 {'duration': 1, 'edge_weight': 1.514000}
r28 r100 {'duration': 1, 'edge_weight': 1.100000}
r28 r111 {'duration': 1, 'edge_weight': 1.650000}
r28 r112 {'duration': 1, 'edge_weight': 1.514000}
r28 r113 {'duration': 1, 'edge_weight': 1.650000}
r30 r17 {'duration': 1, 'edge_weight': 1.414000}
r30 r18 {'duration': 1, 'edge_weight': 1.000000}
r30 r30 {'duration': 1, 'edge_weight': 0.500000}
r30 r31 {'duration': 1, 'edge_weight': 1.000000}
r30 r41 {'duration': 1, 'edge_weight': 1.414000}
r30 r42 {'duration': 1, 'edge_weight': 1.000000}
r30 r43 {'duration': 1, 'edge_weight': 1.414000}
r30 r89 {'duration': 1, 'edge_weight': 1.650000}
r30 r90 {'duration': 1, 'edge_weight': 1.514000}
r30 r102 {'duration': 1, 'edge_weight': 1.100000}
r30 r103 {'duration': 1, 'edge_weight': 1.514000}
r30 r113 {'duration': 1, 'edge_weight': 1.650000}
r30 r114 {'duration': 1, 'edge_weight': 1.514000}
r30 r115 {'duration': 1, 'edge_weight': 1.650000}
r31 r18 {'duration': 1, 'edge_weight': 1.414000}
r31 r20 {'duration': 1, 'edge_weight': 1.414000}
r31 r30 {'duration': 1, 'edge_weight': 1.000000}
r31 r31 {'duration': 1, 'edge_weight': 0.500000}
r31 r32 {'duration': 1, 'edge_weight': 1.000000}
r31 r42 {'duration': 1, 'edge_weight': 1.414000}
r31 r43 {'duration': 1, 'edge_weight': 1.000000}
r31 r44 {'duration': 1, 'edge_weight': 1.414000}
r31 r90 {'duration': 1, 'edge_weight': 1.650000}
r31 r92 {'duration': 1, 'edge_weight': 1.650000}
r31 r102 {'duration': 1, 'edge_weight': 1.514000}
r31 r103 {'duration': 1, 'edge_weight': 1.100000}
r31 r104 {'duration': 1, 'edge_weight': 1.514000}
r31 r114 {'duration': 1, 'edge_weight': 1.650000}
r31 r115 {'duration': 1, 'edge_weight': 1.514000}
r31 r116 {'duration': 1, 'edge_weight': 1.650000}
r32 r20 {'duration': 1, 'edge_weight': 1.000000}
r32 r21 {'duration': 1, 'edge_weight': 1.414000}
r32 r31 {'duration': 1, 'edge_weight': 1.000000}
r32 r32 {'duration': 1, 'edge_weight': 0.500000}
r32 r43 {'duration': 1, 'edge_weight': 1.414000}
r32 r44 {'duration': 1, 'edge_weight': 1.000000}
r32 r45 {'duration': 1, 'edge_weight': 1.414000}
r32 r92 {'duration': 1, 'edge_weight': 1.514000}
r32 r93 {'duration': 1, 'edge_weight': 1.650000}
r32 r103 {'duration': 1, 'edge_weight': 1.514000}
r32 r104 {'duration': 1, 'edge_weight': 1.100000}
r32 r105 {'duration': 1, 'edge_weight': 1.514000}
r32 r115 {'duration': 1, 'edge_weight': 1.650000}
r32 r116 {'duration': 1, 'edge_weight': 1.514000}
r32 r117 {'duration': 1, 'edge_weight': 1.650000}
Base5 r24 {'duration': 1, 'edge_weight': 1.000000}
Base5 Base5 {'duration': 1, 'edge_weight': 0.500000}
Base5 r37 {'duration': 1, 'edge_weight': 1.000000}
Base5 Base6 {'duration': 1, 'edge_weight': 1.000000}
Base5 r49 {'duration': 1, 'edge_weight': 1.414000}
Base5 r96 {'duration': 1, 'edge_weight': 1.514000}
Base5 r108 {'duration': 1, 'edge_weight': 1.100000}
Base5 r109 {'duration': 1, 'edge_weight': 1.514000}
Base5 r120 {'duration': 1, 'edge_weight': 1.514000}
Base5 r121 {'duration': 1, 'edge_weight': 1.650000}
r37 r24 {'duration': 1, 'edge_weight': 1.414000}
r37 Base5 {'duration': 1, 'edge_weight': 1.000000}
r37 r37 {'duration': 1, 'edge_weight': 0.500000}
r37 Base6 {'duration': 1, 'edge_weight': 1.414000}
r37 r49 {'duration': 1, 'edge_weight': 1.000000}
r37 r50 {'duration': 1, 'edge_weight': 1.414000}
r37 r96 {'duration': 1, 'edge_weight': 1.650000}
r37 r108 {'duration': 1, 'edge_weight': 1.514000}
r37 r109 {'duration': 1, 'edge_weight': 1.100000}
r37 r120 {'duration': 1, 'edge_weight': 1.650000}
r37 r121 {'duration': 1, 'edge_weight': 1.514000}
r37 r122 {'duration': 1, 'edge_weight': 1.650000}
r39 r27 {'duration': 1, 'edge_weight': 1.000000}
r39 r28 {'duration': 1, 'edge_weight': 1.414000}
r39 r39 {'duration': 1, 'edge_weight': 0.500000}
r39 r40 {'duration': 1, 'edge_weight': 1.000000}
r39 r50 {'duration': 1, 'edge_weight': 1.414000}
r39 r51 {'duration': 1, 'edge_weight': 1.000000}
r39 r99 {'duration': 1, 'edge_weight': 1.514000}
r39 r100 {'duration': 1, 'edge_weight': 1.650000}
r39 r111 {'duration': 1, 'edge_weight': 1.100000}
r39 r112 {'duration': 1, 'edge_weight': 1.514000}
r39 r122 {'duration': 1, 'edge_weight': 1.650000}
r39 r123 {'duration': 1, 'edge_weight': 1.514000}
r40 r27 {'duration': 1, 'edge_weight': 1.414000}
r40 r28 {'duration': 1, 'edge_weight': 1.000000}
r40 r39 {'duration': 1, 'edge_weight': 1.000000}
r40 r40 {'duration': 1, 'edge_weight': 0.500000}
r40 r41 {'duration': 1, 'edge_weight': 1.000000}
r40 r51 {'duration': 1, 'edge_weight': 1.414000}
r40 r99 {'duration': 1, 'edge_weight': 1.650000}
r40 r100 {'duration': 1, 'edge_weight': 1.514000}
r40 r111 {'duration': 1, 'edge_weight': 1.514000}
r40 r112 {'duration': 1, 'edge_weight': 1.100000}
r40 r113 {'duration': 1, 'edge_weight': 1.514000}
r40 r123 {'duration': 1, 'edge_weight': 1.650000}
r41 r28 {'duration': 1, 'edge_weight': 1.414000}
r41 r30 {'duration': 1, 'edge_weight': 1.414000}
r41 r40 {'duration': 1, 'edge_weight': 1.000000}
r41 r41 {'duration': 1, 'edge_weight': 0.500000}
r41 r42 {'duration': 1, 'edge_weight': 1.000000}
r41 r54 {'duration': 1, 'edge_weight': 1.414000}
r41 r100 {'duration': 1, 'edge_weight': 1.650000}
r41 r102 {'duration': 1, 'edge_weight': 1.650000}
r41 r112 {'duration': 1, 'edge_weight': 1.514000}
r41 r113 {'duration': 1, 'edge_weight': 1.100000}
r41 r114 {'duration': 1, 'edge_weight': 1.514000}
r41 r126 {'duration': 1, 'edge_weight': 1.650000}
r42 r30 {'duration': 1, 'edge_weight': 1.000000}
r42 r31 {'duration': 1, 'edge_weight': 1.414000}
r42 r41 {'duration': 1, 'edge_weight': 1.000000}
r42 r42 {'duration': 1, 'edge_weight': 0.500000}
r42 r43 {'duration': 1, 'edge_weight': 1.000000}
r42 r54 {'duration': 1, 'edge_weight': 1.000000}
r42 r55 {'duration': 1, 'edge_weight': 1.414000}
r42 r102 {'duration': 1, 'edge_weight': 1.514000}
r42 r103 {'duration': 1, 'edge_weight': 1.650000}
r42 r113 {'duration': 1, 'edge_weight': 1.514000}
r42 r114 {'duration': 1, 'edge_weight': 1.100000}
r42 r115 {'duration': 1, 'edge_weight': 1.514000}
r42 r126 {'duration': 1, 'edge_weight': 1.514000}
r42 r127 {'duration': 1, 'edge_weight': 1.650000}
r43 r30 {'duration': 1, 'edge_weight': 1.414000}
r43 r31 {'duration': 1, 'edge_weight': 1.000000}
r43 r32 {'duration': 1, 'edge_weight': 1.414000}
r43 r42 {'duration': 1, 'edge_weight': 1.000000}
r43 r43 {'duration': 1, 'edge_weight': 0.500000}
r43 r44 {'duration': 1, 'edge_weight': 1.000000}
r43 r54 {'duration': 1, 'edge_weight': 1.414000}
r43 r55 {'duration': 1, 'edge_weight': 1.000000}
r43 Base3 {'duration': 1, 'edge_weight': 1.414000}
r43 r102 {'duration': 1, 'edge_weight': 1.650000}
r43 r103 {'duration': 1, 'edge_weight': 1.514000}
r43 r104 {'duration': 1, 'edge_weight': 1.650000}
r43 r114 {'duration': 1, 'edge_weight': 1.514000}
r43 r115 {'duration': 1, 'edge_weight': 1.100000}
r43 r116 {'duration': 1, 'edge_weight': 1.514000}
r43 r126 {'duration': 1, 'edge_weight': 1.650000}
r43 r127 {'duration': 1, 'edge_weight': 1.514000}
r43 r128 {'duration': 1, 'edge_weight': 1.650000}
r44 r31 {'duration': 1, 'edge_weight': 1.414000}
r44 r32 {'duration': 1, 'edge_weight': 1.000000}
r44 r43 {'duration': 1, 'edge_weight': 1.000000}
r44 r44 {'duration': 1, 'edge_weight': 0.500000}
r44 r45 {'duration': 1, 'edge_weight': 1.000000}
r44 r55 {'duration': 1, 'edge_weight': 1.414000}
r44 Base3 {'duration': 1, 'edge_weight': 1.000000}
r44 Base4 {'duration': 1, 'edge_weight': 1.414000}
r44 r103 {'duration': 1, 'edge_weight': 1.650000}
r44 r104 {'duration': 1, 'edge_weight': 1.514000}
r44 r105 {'duration': 1, 'edge_weight': 1.650000}
r44 r115 {'duration': 1, 'edge_weight': 1.514000}
r44 r116 {'duration': 1, 'edge_weight': 1.100000}
r44 r117 {'duration': 1, 'edge_weight': 1.514000}
r44 r127 {'duration': 1, 'edge_weight': 1.650000}
r44 r128 {'duration': 1, 'edge_weight': 1.514000}
r44 r129 {'duration': 1, 'edge_weight': 1.650000}
r45 r32 {'duration': 1, 'edge_weight': 1.414000}
r45 r44 {'duration': 1, 'edge_weight': 1.000000}
r45 r45 {'duration': 1, 'edge_weight': 0.500000}
r45 r46 {'duration': 1, 'edge_weight': 1.000000}
r45 Base3 {'duration': 1, 'edge_weight': 1.414000}
r45 Base4 {'duration': 1, 'edge_weight': 1.000000}
r45 r58 {'duration': 1, 'edge_weight': 1.414000}
r45 r104 {'duration': 1, 'edge_weight': 1.650000}
r45 r105 {'duration': 1, 'edge_weight': 1.514000}
r45 r106 {'duration': 1, 'edge_weight': 1.650000}
r45 r116 {'duration': 1, 'edge_weight': 1.514000}
r45 r117 {'duration': 1, 'edge_weight': 1.100000}
r45 r118 {'duration': 1, 'edge_weight': 1.514000}
r45 r128 {'duration': 1, 'edge_weight': 1.650000}
r45 r129 {'duration': 1, 'edge_weight': 1.514000}
r45 r130 {'duration': 1, 'edge_weight': 1.650000}
r46 r45 {'duration': 1, 'edge_weight': 1.000000}
r46 r46 {'duration': 1, 'edge_weight': 0.500000}
r46 Base4 {'duration': 1, 'edge_weight': 1.414000}
r46 r58 {'duration': 1, 'edge_weight': 1.000000}
r46 r59 {'duration': 1, 'edge_weight': 1.414000}
r46 r105 {'duration': 1, 'edge_weight': 1.650000}
r46 r106 {'duration': 1, 'edge_weight': 1.514000}
r46 r117 {'duration': 1, 'edge_weight': 1.514000}
r46 r118 {'duration': 1, 'edge_weight': 1.100000}
r46 r129 {'duration': 1, 'edge_weight': 1.650000}
r46 r130 {'duration': 1, 'edge_weight': 1.514000}
r46 r131 {'duration': 1, 'edge_weight': 1.650000}
Base6 Base5 {'duration': 1, 'edge_weight': 1.000000}
Base6 r37 {'duration': 1, 'edge_weight': 1.414000}
Base6 Base6 {'duration': 1, 'edge_weight': 0.500000}
Base6 r49 {'duration': 1, 'edge_weight': 1.000000}
Base6 Base7 {'duration': 1, 'edge_weight': 1.000000}
Base6 r61 {'duration': 1, 'edge_weight': 1.414000}
Base6 r108 {'duration': 1, 'edge_weight': 1.514000}
Base6 r109 {'duration': 1, 'edge_weight': 1.650000}
Base6 r120 {'duration': 1, 'edge_weight': 1.100000}
Base6 r121 {'duration': 1, 'edge_weight': 1.514000}
Base6 r132 {'duration': 1, 'edge_weight': 1.514000}
Base6 r133 {'duration': 1, 'edge_weight': 1.650000}
r49 Base5 {'duration': 1, 'edge_weight': 1.414000}
r49 r37 {'duration': 1, 'edge_weight': 1.000000}
r49 Base6 {'duration': 1, 'edge_weight': 1.000000}
r49 r49 {'duration': 1, 'edge_weight': 0.500000}
r49 r50 {'duration': 1, 'edge_weight': 1.000000}
r49 Base7 {'duration': 1, 'edge_weight': 1.414000}
r49 r61 {'duration': 1, 'edge_weight': 1.000000}
r49 r62 {'duration': 1, 'edge_weight': 1.414000}
r49 r108 {'duration': 1, 'edge_weight': 1.650000}
r49 r109 {'duration': 1, 'edge_weight': 1.514000}
r49 r120 {'duration': 1, 'edge_weight': 1.514000}
r49 r121 {'duration': 1, 'edge_weight': 1.100000}
r49 r122 {'duration': 1, 'edge_weight': 1.514000}
r49 r132 {'duration': 1, 'edge_weight': 1.650000}
r49 r133 {'duration': 1, 'edge_weight': 1.514000}
r49 r134 {'duration': 1, 'edge_weight': 1.650000}
r50 r37 {'duration': 1, 'edge_weight': 1.414000}
r50 r39 {'duration': 1, 'edge_weight': 1.414000}
r50 r49 {'duration': 1, 'edge_weight': 1.000000}
r50 r50 {'duration': 1, 'edge_weight': 0.500000}
r50 r51 {'duration': 1, 'edge_weight': 1.000000}
r50 r61 {'duration': 1, 'edge_weight': 1.414000}
r50 r62 {'duration': 1, 'edge_weight': 1.000000}
r50 r63 {'duration': 1, 'edge_weight': 1.414000}
r50 r109 {'duration': 1, 'edge_weight': 1.650000}
r50 r111 {'duration': 1, 'edge_weight': 1.650000}
r50 r121 {'duration': 1, 'edge_weight': 1.514000}
r50 r122 {'duration': 1, 'edge_weight': 1.100000}
r50 r123 {'duration': 1, 'edge_weight': 1.514000}
r50 r133 {'duration': 1, 'edge_weight': 1.650000}
r50 r134 {'duration': 1, 'edge_weight': 1.514000}
r50 r135 {'duration': 1, 'edge_weight': 1.650000}
r51 r39 {'duration': 1, 'edge_weight': 1.000000}
r51 r40 {'duration': 1, 'edge_weight': 1.414000}
r51 r50 {'duration': 1, 'edge_weight': 1.000000}
r51 r51 {'duration': 1, 'edge_weight': 0.500000}
r51 r62 {'duration': 1, 'edge_weight': 1.414000}
r51 r63 {'duration': 1, 'edge_weight': 1.000000}
r51 r111 {'duration': 1, 'edge_weight': 1.514000}
r51 r112 {'duration': 1, 'edge_weight': 1.650000}
r51 r122 {'duration': 1, 'edge_weight': 1.514000}
r51 r123 {'duration': 1, 'edge_weight': 1.100000}
r51 r134 {'duration': 1, 'edge_weight': 1.650000}
r51 r135 {'duration': 1, 'edge_weight': 1.514000}
r54 r41 {'duration': 1, 'edge_weight': 1.414000}
r54 r42 {'duration': 1, 'edge_weight': 1.000000}
r54 r43 {'duration': 1, 'edge_weight': 1.414000}
r54 r54 {'duration': 1, 'edge_weight': 0.500000}
r54 r55 {'duration': 1, 'edge_weight': 1.000000}
r54 r66 {'duration': 1, 'edge_weight': 1.000000}
r54 r67 {'duration': 1, 'edge_weight': 1.414000}
r54 r113 {'duration': 1, 'edge_weight': 1.650000}
r54 r114 {'duration': 1, 'edge_weight': 1.514000}
r54 r115 {'duration': 1, 'edge_weight': 1.650000}
r54 r126 {'duration': 1, 'edge_weight': 1.100000}
r54 r127 {'duration': 1, 'edge_weight': 1.514000}
r54 r138 {'duration': 1, 'edge_weight': 1.514000}
r54 r139 {'duration': 1, 'edge_weight': 1.650000}
r55 r42 {'duration': 1, 'edge_weight': 1.414000}
r55 r43 {'duration': 1, 'edge_weight': 1.000000}
r55 r44 {'duration': 1, 'edge_weight': 1.414000}
r55 r54 {'duration': 1, 'edge_weight': 1.000000}
r55 r55 {'duration': 1, 'edge_weight': 0.500000}
r55 Base3 {'duration': 1, 'edge_weight': 1.000000}
r55 r66 {'duration': 1, 'edge_weight': 1.414000}
r55 r67 {'duration': 1, 'edge_weight': 1.000000}
r55 Base1 {'duration': 1, 'edge_weight': 1.414000}
r55 r114 {'duration': 1, 'edge_weight': 1.650000}
r55 r115 {'duration': 1, 'edge_weight': 1.514000}
r55 r116 {'duration': 1, 'edge_weight': 1.650000}
r55 r126 {'duration': 1, 'edge_weight': 1.514000}
r55 r127 {'duration': 1, 'edge_weight': 1.100000}
r55 r128 {'duration': 1, 'edge_weight': 1.514000}
r55 r138 {'duration': 1, 'edge_weight': 1.650000}
r55 r139 {'duration': 1, 'edge_weight': 1.514000}
r55 r140 {'duration': 1, 'edge_weight': 1.650000}
Base3 r43 {'duration': 1, 'edge_weight': 1.414000}
Base3 r44 {'duration': 1, 'edge_weight': 1.000000}
Base3 r45 {'duration': 1, 'edge_weight': 1.414000}
Base3 r55 {'duration': 1, 'edge_weight': 1.000000}
Base3 Base3 {'duration': 1, 'edge_weight': 0.500000}
Base3 Base4 {'duration': 1, 'edge_weight': 1.000000}
Base3 r67 {'duration': 1, 'edge_weight': 1.414000}
Base3 Base1 {'duration': 1, 'edge_weight': 1.000000}
Base3 Base2 {'duration': 1, 'edge_weight': 1.414000}
Base3 r115 {'duration': 1, 'edge_weight': 1.650000}
Base3 r116 {'duration': 1, 'edge_weight': 1.514000}
Base3 r117 {'duration': 1, 'edge_weight': 1.650000}
Base3 r127 {'duration': 1, 'edge_weight': 1.514000}
Base3 r128 {'duration': 1, 'edge_weight': 1.100000}
Base3 r129 {'duration': 1, 'edge_weight': 1.514000}
Base3 r139 {'duration': 1, 'edge_weight': 1.650000}
Base3 r140 {'duration': 1, 'edge_weight': 1.514000}
Base3 r141 {'duration': 1, 'edge_weight': 1.650000}
Base4 r44 {'duration': 1, 'edge_weight': 1.414000}
Base4 r45 {'duration': 1, 'edge_weight': 1.000000}
Base4 r46 {'duration': 1, 'edge_weight': 1.414000}
Base4 Base3 {'duration': 1, 'edge_weight': 1.000000}
Base4 Base4 {'duration': 1, 'edge_weight': 0.500000}
Base4 r58 {'duration': 1, 'edge_weight': 1.000000}
Base4 Base1 {'duration': 1, 'edge_weight': 1.414000}
Base4 Base2 {'duration': 1, 'edge_weight': 1.000000}
Base4 r70 {'duration': 1, 'edge_weight': 1.414000}
Base4 r116 {'duration': 1, 'edge_weight': 1.650000}
Base4 r117 {'duration': 1, 'edge_weight': 1.514000}
Base4 r118 {'duration': 1, 'edge_weight': 1.650000}
Base4 r128 {'duration': 1, 'edge_weight': 1.514000}
Base4 r129 {'duration': 1, 'edge_weight': 1.100000}
Base4 r130 {'duration': 1, 'edge_weight': 1.514000}
Base4 r140 {'duration': 1, 'edge_weight': 1.650000}
Base4 r141 {'duration': 1, 'edge_weight': 1.514000}
Base4 r142 {'duration': 1, 'edge_weight': 1.650000}
r58 r45 {'duration': 1, 'edge_weight': 1.414000}
r58 r46 {'duration': 1, 'edge_weight': 1.000000}
r58 Base4 {'duration': 1, 'edge_weight': 1.000000}
r58 r58 {'duration': 1, 'edge_weight': 0.500000}
r58 r59 {'duration': 1, 'edge_weight': 1.000000}
r58 Base2 {'duration': 1, 'edge_weight': 1.414000}
r58 r70 {'duration': 1, 'edge_weight': 1.000000}
r58 r71 {'duration': 1, 'edge_weight': 1.414000}
r58 r117 {'duration': 1, 'edge_weight': 1.650000}
r58 r118 {'duration': 1, 'edge_weight': 1.514000}
r58 r129 {'duration': 1, 'edge_weight': 1.514000}
r58 r130 {'duration': 1, 'edge_weight': 1.100000}
r58 r131 {'duration': 1, 'edge_weight': 1.514000}
r58 r141 {'duration': 1, 'edge_weight': 1.650000}
